,Number,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Substation Latitude,Substation Longitude,Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num,geometry,index_right,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,YEAR,PEAK_MONTH,AVAIL_CAP,PLAN_OUT,UNPLAN_OUT,OTHER_OUT,TOTAL_CAP,PEAK_LOAD,MIN_LOAD,SHAPE_Leng,SHAPE_Area,State
2725,214521,LOS GATOS 4 1,Bay Area,138,1.01577,140.176,-69.79,37.1432,-122.0177,,,,,,0,0,4,1,POINT (-1928395.819082667 -616835.3163738957),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2726,214531,LOS GATOS 4 2,Bay Area,138,1.01569,140.166,-69.81,37.1432,-122.0177,22.58,2.18,,,,0,0,4,1,POINT (-1928395.819082667 -616835.3163738957),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2727,214541,LOS GATOS 4 3,Bay Area,138,1.01584,140.186,-69.78,37.1432,-122.0177,,,,,,0,0,4,1,POINT (-1928395.819082667 -616835.3163738957),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2728,214551,SAN JOSE 8 1,Bay Area,138,1.02203,141.041,-70.3,37.2088,-121.9207,,,,,,0,0,4,1,POINT (-1918383.384325566 -611961.711430822),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2729,214561,SAN JOSE 8 2,Bay Area,138,1.02189,141.021,-70.33,37.2088,-121.9207,42.37,2.48,,,,0,0,4,1,POINT (-1918383.384325566 -611961.711430822),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2730,214571,SAN JOSE 8 3,Bay Area,138,1.02216,141.058,-70.28,37.2088,-121.9207,,,,,,0,0,4,1,POINT (-1918383.384325566 -611961.711430822),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2731,214581,SAN JOSE 9 1,Bay Area,345,1.00424,346.461,-67.95,37.1585,-122.02,,,,,,0,0,4,1,POINT (-1928179.120952876 -615121.4973273887),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2732,214591,SAN JOSE 9 2,Bay Area,138,1.01398,139.929,-69.77,37.1585,-122.02,42.37,21.63,,,,0,0,4,1,POINT (-1928179.120952876 -615121.4973273887),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2733,214601,SAN JOSE 9 3,Bay Area,22,1.02795,22.615,-72.05,37.1585,-122.02,,,,,,0,0,4,1,POINT (-1928179.120952876 -615121.4973273887),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2734,214611,SAN JOSE 9 4,Bay Area,1,1.02795,1.028,-72.05,37.1585,-122.02,,,,,,0,0,4,1,POINT (-1928179.120952876 -615121.4973273887),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2735,214621,VACAVILLE 3 1,Bay Area,138,1.0174,140.401,-65.81,38.2959,-121.9671,58.87,2.78,,,,0,0,4,1,POINT (-1892838.805190981 -492915.2064000376),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2736,214631,VACAVILLE 4 1,Bay Area,138,1.01999,140.758,-65.82,38.2348,-122.0176,,,,,,0,0,4,1,POINT (-1898736.87445982 -498386.3755779403),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2737,214641,VACAVILLE 4 2,Bay Area,138,1.01975,140.726,-65.86,38.2348,-122.0176,58.59,6.42,,,,0,0,4,1,POINT (-1898736.87445982 -498386.3755779403),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2738,214651,VACAVILLE 4 3,Bay Area,138,1.02019,140.786,-65.79,38.2348,-122.0176,,,,,,0,0,4,1,POINT (-1898736.87445982 -498386.3755779403),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2739,214661,SAN JOSE 10 1,Bay Area,138,1.02921,142.032,-70.4,37.4224,-121.9958,,,,,,0,0,4,1,POINT (-1919002.278678055 -587042.8371557546),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2740,214671,SAN JOSE 10 2,Bay Area,138,1.02911,142.017,-70.42,37.4224,-121.9958,27.94,4.34,,,,0,0,4,1,POINT (-1919002.278678055 -587042.8371557546),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2741,214681,SAN JOSE 11 1,Bay Area,138,1.00941,139.299,-70.43,37.3871,-121.9989,27.94,10.09,,,,0,0,4,1,POINT (-1920218.913605355 -590801.9973107738),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2742,214691,SAN RAMON 3 1,Bay Area,138,1.01029,139.421,-67.83,37.7239,-121.9721,34.68,2.48,,,,0,0,4,1,POINT (-1908835.590838556 -554870.4057117698),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2743,214701,SAN RAMON 4 1,Bay Area,138,1.00562,138.775,-67.43,37.8552,-121.9914,34.68,16.08,,,,0,0,4,1,POINT (-1906896.1768022 -540177.5146397244),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2744,214711,DUBLIN 1 1,Bay Area,138,1.00933,139.287,-68.06,37.7592,-121.9466,43.15,23.01,,,,0,0,4,1,POINT (-1905727.768585117 -551626.5531920069),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2745,214721,DUBLIN 2 1,Bay Area,138,1.01442,139.989,-68.53,37.6337,-121.9736,,,,,,0,0,4,1,POINT (-1911406.960527798 -564624.5495163065),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2746,214731,DUBLIN 2 2,Bay Area,138,1.01422,139.962,-68.55,37.6337,-121.9736,41.41,9.72,,,,0,0,4,1,POINT (-1911406.960527798 -564624.5495163065),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2747,214741,DANVILLE 3 1,Bay Area,345,1.01046,348.61,-65.19,37.7255,-121.9338,,,,,,0,0,4,1,POINT (-1905560.999746659 -555578.3626576682),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2748,214751,DANVILLE 3 2,Bay Area,138,1.01177,139.624,-67.4,37.7255,-121.9338,40.41,4.79,,,,0,0,4,1,POINT (-1905560.999746659 -555578.3626576682),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2749,214761,FREMONT 7 1,Bay Area,138,1.00655,138.904,-70.79,37.4532,-121.8416,45.03,15.96,,,,0,0,4,1,POINT (-1905107.278612068 -587253.6132955704),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2750,214771,FREMONT 8 1,Bay Area,138,1.00996,139.374,-70.44,37.5121,-121.9018,,,,,,0,0,4,1,POINT (-1908621.147797706 -579476.1643619851),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2751,214781,FREMONT 8 2,Bay Area,138,1.00973,139.343,-70.47,37.5121,-121.9018,45.03,9.9,,,,0,0,4,1,POINT (-1908621.147797706 -579476.1643619851),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2752,214791,SAN JOSE 12 1,Bay Area,138,1.0021,138.289,-70.87,37.3183,-121.9946,33.71,3.51,,,,0,0,4,1,POINT (-1921711.984091027 -598368.0440474648),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2753,214801,PITTSBURG 1 1,Bay Area,138,1.02343,141.233,-65.09,38.0335,-121.8772,50.78,6.77,,,,0,0,4,1,POINT (-1892448.512872656 -523448.4812139983),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2754,214811,PITTSBURG 2 1,Bay Area,138,1.01847,140.548,-65.86,38.0778,-121.8182,50.78,14.71,,,,0,0,4,1,POINT (-1886292.199157331 -519987.3530813182),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2755,214821,PITTSBURG 3 1,Bay Area,138,1.02031,140.803,-65.91,38.1064,-121.9108,,,,,,0,0,4,1,POINT (-1893289.474217742 -514767.9341756233),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2756,214831,PITTSBURG 3 2,Bay Area,138,1.02013,140.778,-65.94,38.1064,-121.9108,50.98,4.29,,,,0,0,4,1,POINT (-1893289.474217742 -514767.9341756233),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2757,214841,SAN JOSE 13 1,Bay Area,138,1.00375,138.518,-70.5,37.3319,-121.9067,25.71,6.78,,,,0,0,4,1,POINT (-1913886.874600461 -598922.9029378702),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2758,214851,SAN JOSE 14 1,Bay Area,138,1.01921,140.651,-70.54,37.4076,-121.9066,,,,,,0,0,4,1,POINT (-1911842.140240118 -590708.3848977009),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2759,214861,SAN JOSE 14 2,Bay Area,18,1.01921,18.346,-70.54,37.4076,-121.9066,,,,,,0,0,4,1,POINT (-1911842.140240118 -590708.3848977009),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2760,214871,SAN JOSE 14 3,Bay Area,18,1.01921,18.346,-70.54,37.4076,-121.9066,,,,,,0,0,4,1,POINT (-1911842.140240118 -590708.3848977009),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2761,214881,SAN JOSE 14 4,Bay Area,1,1.01921,1.019,-70.54,37.4076,-121.9066,,,,,,0,0,4,1,POINT (-1911842.140240118 -590708.3848977009),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2762,214891,SAN JOSE 14 5,Bay Area,138,1.01905,140.629,-70.56,37.4076,-121.9066,25.71,7.92,,,,0,0,4,1,POINT (-1911842.140240118 -590708.3848977009),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2763,214901,SAN JOSE 15 1,Bay Area,138,1.00344,138.475,-70.23,37.3045,-121.8997,46.75,18.59,,,,0,0,4,1,POINT (-1914029.06433578 -602058.4763793991),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2764,214911,SAN JOSE 15 2,Bay Area,138,1.00377,138.52,-70.2,37.3045,-121.8997,,,,,,0,0,4,1,POINT (-1914029.06433578 -602058.4763793991),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2765,214921,SAN JOSE 16 1,Bay Area,138,1.00767,139.058,-70.47,37.385,-121.9222,50.48,6.12,,,,0,0,4,1,POINT (-1913773.097387854 -592801.8353051186),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2766,214931,SAN JOSE 17 1,Bay Area,138,1.00431,138.595,-70.27,37.3275,-121.845,51.6,11.38,,,,0,0,4,1,POINT (-1908768.168094553 -600821.2436153509),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
2767,214941,SAN JOSE 18 1,Bay Area,138,1.02061,140.844,-70.43,37.2357,-121.8766,28.74,8.51,,,,0,0,4,1,POINT (-1913913.213115836 -610059.2773187219),6,11,2775,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,250 OUTCROPPING WAY,FOLSOM,CA,95630,(916) 351-4400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",6/20/2019,OTHER,5/15/2020,http://www.caiso.com/,2018,7,65355,1301,3892,0,76269,46310,21443,9580147.715,5.2103E+11,California
